VARIABLE1_LABEL,VARIABLE2_LABEL,EFFECT,EFFECT_L95,EFFECT_U95,N,P,P_ADJ,Drug1,Drug2,Drug1_N,Drug1_LCI95,Drug1_UCI95,Drug1_OR,Drug1_P,Drug1_PFDR,Drug2_N,Drug2_LCI95,Drug2_UCI95,Drug2_OR,Drug2_P,Drug2_PFDR,Interaction_Event_N,Name,Type,Magnitude
A10BD03,A02BC03,0.650795069,0.344402062,1.229766801,4657,0.186,1,A10AB05,A10BB12,101983,1.840699159,2.384805709,2.095163446,4.29E-29,1.05E-27,756692,1.305283381,1.467135261,1.383845105,1.23E-27,4.78E-27,10,insulin aspart / glimepiride,++ -,NORMAL
A02BD03,A02BC02,0.000770491,2.49E-24,2.38254E+17,182,0.766,1,A10AB05,A01AB09,101983,1.816868823,2.341215666,2.062445576,4.50E-29,1.09E-27,19813,1.408308173,2.563481072,1.90004509,2.66E-05,4.84E-05,0,insulin aspart / miconazole,++ -,NORMAL
A07DA03,A02BC02,1.147449533,0.280002722,4.702241543,463,0.848,1,A10AB05,A06AC51,101983,1.806788476,2.330658842,2.05207396,1.80E-28,4.19E-27,47769,1.2924067,1.969775151,1.595540849,1.39E-05,2.57E-05,2,"insulin aspart / ispaghula, combinations",++ +,NORMAL
A03FA01,A02BC01,0.006782778,7.49E-39,6.14E+33,8,0.906,1,A10AB05,A02BD02,101983,1.812304927,2.33532826,2.057261994,6.96E-29,1.66E-27,1635,0.514689935,4.959032573,1.597612016,0.418,0.469976476,0,"insulin aspart / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A10AD04,A02BC01,0.005916098,1.96E-26,1.79E+21,51,0.852,1,A10AB05,A02BD07,101983,1.812765585,2.335922755,2.057785309,6.66E-29,1.60E-27,7760,0.302464118,1.499804776,0.673525893,0.333,0.38488422,0,"insulin aspart / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A02BA04,A10BD03,0.000853438,2.02E-28,3.61E+21,126,0.807,1,A10AB05,A10AD04,101983,1.814798171,2.338543566,2.060093344,5.49E-29,1.33E-27,7701,1.034028888,2.848819701,1.716322192,0.0367,0.052890545,0,insulin aspart / Insulin lispro ,++ -,NORMAL
A09AA02,A10AE05,2.045794078,0.650152049,6.43737633,668,0.221,1,A10AB05,A10BB01,101983,1.798150771,2.320767998,2.042814422,5.05E-28,1.14E-26,309487,0.836934574,1.039164177,0.932583738,0.206,0.258681345,3,insulin aspart / glibenclamide,-+ +,NORMAL
A07AA02,A10BB12,0.001520938,1.32E-25,1.75088E+19,157,0.802,1,A10AB05,A10BB07,101983,1.814591646,2.338287733,2.059863439,5.61E-29,1.35E-27,86470,0.787821924,1.176590495,0.962779199,0.711,0.756703877,0,insulin aspart / glipizide,-+ -,NORMAL
A10AD05,A10AE05,0.934584966,0.295958498,2.951255203,941,0.908,1,A10AB05,A02BA02,101983,1.809020887,2.334780074,2.055155935,1.80E-28,4.19E-27,109219,1.246343192,1.671524394,1.443361718,9.54E-07,1.88E-06,3,insulin aspart / ranitidine,++ -,NORMAL
A01AC01,A02BC01,0.001263281,4.95E-26,3.22106E+19,56,0.8,1,A10AB05,A04AA01,101983,1.813488987,2.336855208,2.058606612,6.22E-29,1.50E-27,2258,1.575159761,6.315560494,3.154047678,0.00118,0.001929852,0,insulin aspart / ondansetron,++ -,NORMAL
A07EA06,A06AC51,0.658231052,0.405556484,1.0683299,5461,0.0906,1,A10AB05,A02BC05,101983,1.814485605,2.361526187,2.070013351,2.67E-27,5.74E-26,524626,2.040473739,2.286225675,2.159857276,3.07E-155,2.97E-154,18,insulin aspart / esomeprazole,++ -,NORMAL
A10BA02,A10BB07,0.608800231,0.331025303,1.119665832,4152,0.11,1,A10AB05,A02BC03,101983,1.829394991,2.371429722,2.082854209,1.51E-28,3.53E-27,437068,1.724944996,1.970269875,1.843531166,1.10E-72,7.29E-72,11,insulin aspart / lansoprazole,++ -,NORMAL
A03CA05,A03CA02,0.441910644,0.140788879,1.387077003,1702,0.162,1,A10AB05,A06AC01,101983,1.831203522,2.363444503,2.080372058,2.20E-29,5.45E-28,216101,1.517000069,1.844039232,1.672545259,5.28E-25,1.91E-24,3,insulin aspart / ispaghula (psylla seeds),++ -,NORMAL
A10AB06,A02BC02,1.741709098,0.760217997,3.990369335,821,0.19,1,A10AB05,A03FA01,101983,1.783557225,2.305589569,2.027843913,3.65E-27,7.74E-26,72453,1.538456359,2.123894682,1.807628081,6.18E-13,1.61E-12,6,insulin aspart / metoclopramide,++ +,NORMAL
A10AE05,A10AC01,0.669981734,0.468552879,0.958003981,10000,0.0282,0.619969841,A10AB05,A02BC02,101983,1.77900853,2.341418031,2.040931809,2.43E-24,4.37E-23,770822,2.295026541,2.515111255,2.402550121,0,0,36,insulin aspart / pantoprazole,++ -,NORMAL
A10AB04,A07DA03,0.659101909,0.382326212,1.136242594,4710,0.134,1,A10AB05,A06AD11,101983,1.81545157,2.357316063,2.068717754,1.04E-27,2.30E-26,412188,1.80036516,2.058784027,1.92524363,1.08E-81,8.44E-81,14,insulin aspart / lactulose,++ -,NORMAL
A07EA02,A03CA02,1.015151515,0.650748048,1.583612275,4262,0.947,1,A10AB05,A02BC01,101983,1.742912786,2.273666044,1.990678683,3.25E-24,5.83E-23,334991,2.114927765,2.426214278,2.265230218,1.63E-120,1.44E-119,22,insulin aspart / omeprazole,++ +,NORMAL
A10AD04,A02BA02,0.002171782,6.24E-28,7.56E+21,345,0.832,1,A07DA03,A03CA02,5065,0.17635339,1.696837966,0.547031194,0.296,0.505182275,45756,0.701893452,1.22984395,0.929096021,0.607,0.655577665,0,loperamide / clidinium and psycholeptics,-- -,LARGE_REDUCTION
A10AB05,A02BC01,0.020872516,5.53E-22,7.87565E+17,27,0.866,1,A07DA03,A10AE04,5065,0.167154532,1.602738205,0.517595357,0.253,0.455360304,190759,1.888673233,2.274630686,2.072687649,2.81E-53,1.50E-52,0,loperamide / insulin glargine,-+ -,NORMAL
A07EC03,A10BA02,0.021226295,1.23E-21,3.67388E+17,76,0.8647,1,A07DA03,A07EC01,5065,0.166545691,1.602401138,0.516597526,0.2528,0.455360304,156322,0.626883097,0.87938823,0.742478025,0.000564,0.000941424,0,loperamide / sulfasalazine,-- -,LARGE_REDUCTION
A10AB06,A10AD04,0.004144045,5.71E-20,3.00878E+14,269,0.782,1,A07DA03,A10AC01,5065,0.174902192,1.6828623,0.5425277,0.29,0.498932065,458569,1.24807338,1.449237988,1.344899756,7.67E-15,2.12E-14,0,loperamide / insulin (human),-+ -,NORMAL
A04AA03,A02BX02,0.008260262,1.21E-24,5.63E+19,59,0.852,1,A07DA03,A02BX02,5065,0.166423281,1.601218524,0.516217047,0.252,0.454216445,16734,1.386253865,2.643879269,1.914441917,8.05E-05,0.000141724,0,loperamide / sucralfate,-+ -,NORMAL
A02BD03,A10AD04,0.016317188,3.49E-27,7.63E+22,17,0.8871,1,A07DA03,A01AB04,5065,0.165246945,1.584392408,0.511679592,0.2453,0.447291434,3266,1.427843406,4.94275927,2.656592974,0.00204,0.003284577,0,loperamide / amphotericin B,-+ -,NORMAL
A02BX02,A10BA02,0.004997581,1.40E-22,1.783E+17,200,0.818,1,A07DA03,A07EC02,5065,0.171198702,1.647205648,0.531036222,0.273,0.48024289,71045,0.92271631,1.386934491,1.131259067,0.236,0.292482149,0,loperamide / mesalazine,-+ -,NORMAL
A10AB01,A01AB04,0.017375091,1.20E-34,2.52E+30,10,0.915,1,A07DA03,A07AA02,5065,0.165132976,1.583264109,0.511320951,0.245,0.446784753,13145,1.816575429,3.435874666,2.498304524,1.79E-08,4.01E-08,0,loperamide / nystatin,-+ -,NORMAL
A02BB01,A03FA02,0.03114826,2.14E-34,4.53E+30,10,0.927,1,A07DA03,A02BD03,5065,0.16499849,1.581974429,0.510904484,0.244,0.445847117,6812,0.77130497,2.517974013,1.393601762,0.271,0.327813519,0,"loperamide / lansoprazole, amoxicillin and metronidazole",-+ -,NORMAL
A10AB06,A10BA02,0.001675048,6.92E-22,4.05448E+15,615,0.767,1,A07DA03,A10BA02,5065,0.189106035,1.819645522,0.586605446,0.356,0.570397854,1658920,1.086570458,1.186981455,1.135666757,1.68E-08,3.78E-08,0,loperamide / metformin,-+ -,NORMAL
A10BD03,A02BX02,0.019762666,5.99E-44,6.52E+39,6,0.9359,1,A07DA03,A02BC04,5065,0.164963158,1.581615355,0.510791801,0.244,0.445847117,12177,1.544888546,3.127837261,2.19821745,1.20E-05,2.23E-05,0,loperamide / rabeprazole,-+ -,NORMAL
A02BA03,A10AB01,0.001469858,4.85E-29,4.45E+22,320,0.828,1,A07DA03,A10BB12,5065,0.177872484,1.711459926,0.55174417,0.303,0.512811434,756692,1.302032401,1.462758416,1.380057554,2.03E-27,7.83E-27,0,loperamide / glimepiride,-+ -,NORMAL
A03FA02,A03FA01,0.023082625,1.04E-22,5.10387E+18,25,0.875,1,A07DA03,A01AB09,5065,0.165602029,1.587838168,0.512785746,0.247,0.448552036,19813,1.389735159,2.529646538,1.874976995,3.89E-05,7.00E-05,0,loperamide / miconazole,-+ -,NORMAL
A10AB06,A10AB04,0.003547243,2.23E-26,5.65E+20,142,0.836,1,A07DA03,A06AC51,5065,0.169342609,1.629333615,0.525276694,0.265,0.470962852,47769,1.309492007,1.986366168,1.612802101,6.90E-06,1.31E-05,0,"loperamide / ispaghula, combinations",-+ -,NORMAL
A03CA02,A02BD07,0.065220562,1.97E-43,2.16E+40,6,0.955,1,A07DA03,A02BD07,5065,0.164827324,1.580312789,0.510371167,0.243,0.44463961,7760,0.299224358,1.482744593,0.666088057,0.32,0.375678549,0,"loperamide / lansoprazole, amoxicillin and clarithromycin",-- -,LARGE_REDUCTION
A02BB01,A10AC01,0.006090529,2.45E-24,1.5155E+19,167,0.839,1,A07DA03,A10BB01,5065,0.1698036,1.633777195,0.526707936,0.267,0.47352522,309487,0.839104605,1.04086181,0.934554406,0.218,0.271762349,0,loperamide / glibenclamide,-- -,LARGE_REDUCTION
A06AC51,A10AD04,0.016587195,4.44E-28,6.20E+23,43,0.891,1,A07DA03,A10BB07,5065,0.165741603,1.594656724,0.514102092,0.249,0.450514473,86470,0.78262359,1.168817252,0.956422477,0.663,0.711000606,0,loperamide / glipizide,-- -,LARGE_REDUCTION
A10AB01,A10AE04,0.003962296,7.40E-28,2.12E+22,125,0.849,1,A07DA03,A02BA02,5065,0.16891976,1.625262202,0.523964599,0.263,0.468538517,109219,1.2525874,1.675862123,1.448849123,5.96E-07,1.19E-06,0,loperamide / ranitidine,-+ -,NORMAL
A03CA05,A02BA04,0.000938126,6.94E-29,1.27E+22,329,0.813,1,A07DA03,A02BC05,5065,0.180905387,1.740645282,0.561152482,0.317,0.524760282,524626,2.039689959,2.283539738,2.158173551,4.44E-157,4.43E-156,0,loperamide / esomeprazole,-+ -,NORMAL
A03CA02,A02BC03,0.001073394,2.49E-25,4.6234E+18,444,0.788,1,A07DA03,A02BC03,5065,0.183332839,1.764029327,0.568686648,0.328,0.536424859,437068,1.722673415,1.966112388,1.84037212,3.88E-73,2.62E-72,0,loperamide / lansoprazole,-+ -,NORMAL
A02BA03,A06AD11,0.001187303,1.96E-25,7.1843E+18,438,0.792,1,A07DA03,A06AC01,5065,0.181167162,1.743184131,0.561967722,0.318,0.525433398,216101,1.51157471,1.836135237,1.665969864,8.14E-25,2.94E-24,0,loperamide / ispaghula (psylla seeds),-+ -,NORMAL
A07EC02,A02BD03,0.003055286,2.36E-23,3.96227E+17,189,0.806,1,A07DA03,A03FA01,5065,0.171242145,1.647621643,0.531170655,0.273,0.48024289,72453,1.58338872,2.172277808,1.854605127,1.90E-14,5.11E-14,0,loperamide / metoclopramide,-+ -,NORMAL
A01AB09,A02BC05,0.002327969,8.17E-21,6.63033E+14,251,0.767,1,A07DA03,A02BC02,5065,0.181903431,1.750236953,0.564246495,0.322,0.529882986,770822,2.296409032,2.514670323,2.403062971,0,0,0,loperamide / pantoprazole,-+ -,NORMAL
A02BA07,A06AC01,0.008208054,2.66E-23,2.52923E+18,67,0.842,1,A07DA03,A06AD11,5065,0.169609929,1.631888853,0.526103177,0.266,0.472208005,412188,1.799695385,2.055902851,1.923538113,1.03E-82,8.23E-82,0,loperamide / lactulose,-+ -,NORMAL
A07AA09,A07AA02,0.002462938,6.80E-22,8.91746E+15,222,0.783,1,A07DA03,A02BC01,5065,0.175447013,1.688094481,0.544216073,0.292,0.501253839,334991,2.13526995,2.445371628,2.285066422,4.01E-126,3.66E-125,0,loperamide / omeprazole,-+ -,NORMAL
A07AA09,A10AC01,0.004263209,2.26E-28,8.05E+22,44,0.854,1,A03CA02,A10AE04,45756,0.704194754,1.233887148,0.932146371,0.623,0.833567823,190759,1.888777274,2.27476404,2.072805496,2.77E-53,1.48E-52,0,clidinium and psycholeptics / insulin glargine,-+ -,NORMAL
A04AA02,A02BC05,0.00435992,1.55E-22,1.22746E+17,202,0.812,1,A03CA02,A07EC01,45756,0.698407388,1.223738406,0.924482528,0.5831,0.794557479,156322,0.627357668,0.880055669,0.743040828,0.000582,0.000970218,0,clidinium and psycholeptics / sulfasalazine,-- -,LARGE_REDUCTION
A07EA02,A10BA02,1.631342116,0.394854008,6.739901452,873,0.499,1,A03CA02,A10AC01,45756,0.682333173,1.209706949,0.90852803,0.511,0.724526743,458569,1.245950592,1.447074068,1.342751947,1.16E-14,3.16E-14,2,clidinium and psycholeptics / insulin (human),-+ +,NORMAL
A10AB01,A10BA02,1.007575249,0.135123909,7.513162476,490,0.9941,1,A03CA02,A02BX02,45756,0.688335526,1.213056334,0.913777747,0.5328,0.747592302,16734,1.378330634,2.65224787,1.911981822,0.000104,0.000180857,1,clidinium and psycholeptics / sucralfate,-+ +,NORMAL
A07EA06,A10BB01,0.003220858,7.43E-19,1.39659E+13,115,0.7548,1,A03CA02,A01AB04,45756,0.698608852,1.224087074,0.924747569,0.5845,0.79570257,3266,1.472279736,5.096890658,2.7393519,0.00147,0.002390159,0,clidinium and psycholeptics / amphotericin B,-+ -,NORMAL
A10AE04,A10AC01,0.002863569,1.27E-22,6.47034E+16,204,0.797,1,A03CA02,A07EC02,45756,0.70010332,1.22670878,0.926726977,0.595,0.804086777,71045,0.922720846,1.386943412,1.131265486,0.235,0.29141097,0,clidinium and psycholeptics / mesalazine,-+ -,NORMAL
A03FA02,A02BC03,8.865783883,1.166619453,67.37597564,45,0.035,0.702842357,A03CA02,A07AA02,45756,0.681760975,1.201463643,0.905047527,0.49,0.701391622,13145,1.765677017,3.368181614,2.438671947,6.28E-08,1.34E-07,1,clidinium and psycholeptics / nystatin,-+ +,NORMAL
A02BC03,A02BC02,0.017224478,8.03E-26,3.69E+21,19,0.882,1,A03CA02,A02BD03,45756,0.697058963,1.221331219,0.922680808,0.574,0.787515175,6812,0.77228838,2.521188991,1.395379863,0.27,0.326870225,0,"clidinium and psycholeptics / lansoprazole, amoxicillin and metronidazole",-+ -,NORMAL
A06AC51,A04AA01,2.550357734,1.083099399,6.005288692,2111,0.0321,0.669527558,A03CA02,A10BA02,45756,0.635578927,1.156484065,0.857342931,0.313,0.522085593,1658920,1.084220085,1.184553117,1.133276789,3.00E-08,6.58E-08,6,clidinium and psycholeptics / metformin,-+ +,NORMAL
A07DA03,A07EC02,0.010903175,1.22E-19,9.71059E+14,36,0.82,1,A03CA02,A02BC04,45756,0.697717822,1.222486432,0.923553232,0.578,0.790596171,12177,1.548637435,3.135437071,2.203555133,1.13E-05,2.11E-05,0,clidinium and psycholeptics / rabeprazole,-+ -,NORMAL
A03FA02,A02BC02,3.020021801,1.280911808,7.120343198,1492,0.0115,0.356768758,A03CA02,A10BB12,45756,0.628551092,1.143657007,0.847848371,0.28,0.487720739,756692,1.297016778,1.457536094,1.374935914,1.05E-26,3.88E-26,6,clidinium and psycholeptics / glimepiride,-+ +,NORMAL
A02BX02,A10BB07,0.001721416,9.80E-28,3.02E+21,130,0.823,1,A03CA02,A01AB09,45756,0.699239681,1.225193476,0.925583003,0.589,0.799241773,19813,1.397098744,2.543061686,1.884915989,3.35E-05,6.05E-05,0,clidinium and psycholeptics / miconazole,-+ -,NORMAL
A10BB01,A02BC02,0.000730691,9.70E-26,5.50319E+18,434,0.779,1,A03CA02,A06AC51,45756,0.704341983,1.23413746,0.932338364,0.624,0.834397075,47769,1.317536459,1.998576507,1.622712979,5.26E-06,1.01E-05,0,"clidinium and psycholeptics / ispaghula, combinations",-+ -,NORMAL
A02BC05,A02BC02,0.015137817,5.51E-41,4.16E+36,7,0.926,1,A03CA02,A02BD02,45756,0.696818092,1.220908787,0.922361822,0.572,0.785764411,1635,0.51163967,4.929631323,1.588141978,0.423,0.475090211,0,"clidinium and psycholeptics / lansoprazole, tetracycline and metronidazole",-+ -,NORMAL
A07EA06,A01AB09,0.035991978,1.64E-22,7.90342E+18,25,0.889,1,A03CA02,A02BD07,45756,0.696974178,1.221182606,0.922568557,0.573,0.786677792,7760,0.299943008,1.486321599,0.667691374,0.323,0.377540822,0,"clidinium and psycholeptics / lansoprazole, amoxicillin and clarithromycin",-- -,LARGE_REDUCTION
A10AB01,A10AD04,0.014301746,1.59E-38,1.29E+34,8,0.9199,1,A03CA02,A10AD04,45756,0.696976709,1.221187062,0.922571916,0.5732,0.786930969,7701,1.012725702,2.7900768,1.680946902,0.0446,0.063114246,0,clidinium and psycholeptics / Insulin lispro ,-+ -,NORMAL
A07EA02,A10AB01,1.377084378,0.189271561,10.01926215,730,0.752,1,A03CA02,A10BB01,45756,0.690827972,1.217460854,0.91709106,0.549,0.764236224,309487,0.837944782,1.03974356,0.933406498,0.211,0.264043611,1,clidinium and psycholeptics / glibenclamide,-- +,NORMAL
A02BX02,A07AA02,5.653850831,0.768253939,41.60867597,178,0.0889,1,A03CA02,A10BB07,45756,0.682984807,1.203623946,0.906673518,0.4979,0.711138731,86470,0.774802213,1.159542688,0.947848216,0.6025,0.650891632,1,clidinium and psycholeptics / glipizide,-- +,NORMAL
A08AB01,A02BA02,0.649934497,0.089156098,4.737924371,988,0.671,1,A03CA02,A02BA02,45756,0.697140346,1.22858452,0.925470603,0.592,0.801685363,109219,1.255122493,1.680589034,1.45235846,5.40E-07,1.08E-06,1,clidinium and psycholeptics / ranitidine,-+ -,NORMAL
A04AA02,A02BC01,0.245063957,0.033893463,1.771915228,1730,0.164,1,A03CA02,A02BC05,45756,0.727887892,1.282817317,0.966305952,0.813,0.900176571,524626,2.043571429,2.287994697,2.162332211,1.00E-157,1.00E-156,1,clidinium and psycholeptics / esomeprazole,-+ -,NORMAL
A10BB01,A10BB07,2.27254831,0.963317331,5.361136618,1488,0.0608,0.96537463,A03CA02,A02BC03,45756,0.63085866,1.147847851,0.850958141,0.291,0.500072963,437068,1.714726816,1.957869119,1.832269271,1.16E-71,7.63E-71,6,clidinium and psycholeptics / lansoprazole,-+ +,NORMAL
A02BD07,A02BC01,0.600667693,0.185955491,1.940258262,2790,0.394,1,A03CA02,A06AC01,45756,0.695023223,1.239847847,0.928290389,0.614,0.823873722,216101,1.516569676,1.843492685,1.672060137,5.58E-25,2.02E-24,3,clidinium and psycholeptics / ispaghula (psylla seeds),-+ -,NORMAL
A10AE04,A10BA02,0.589796612,0.080807208,4.304814522,853,0.603,1,A03CA02,A03FA01,45756,0.695462004,1.225623993,0.923241527,0.581,0.792776778,72453,1.586872748,2.179281862,1.859635179,1.78E-14,4.80E-14,1,clidinium and psycholeptics / metoclopramide,-+ -,NORMAL
A05AA02,A10AC01,0.519374825,0.125952115,2.141688603,1508,0.365,1,A03CA02,A02BC02,45756,0.722614903,1.281176571,0.962183601,0.792,0.896892657,770822,2.297904696,2.516429179,2.404685931,0,0,2,clidinium and psycholeptics / pantoprazole,-+ -,NORMAL
A10AE04,A02BD03,0.769164069,0.186339241,3.174926338,1279,0.717,1,A03CA02,A06AD11,45756,0.69589495,1.233762638,0.926590087,0.602,0.810649005,412188,1.800797609,2.057463875,1.924857404,1.05E-82,8.37E-82,2,clidinium and psycholeptics / lactulose,-+ -,NORMAL
A10AB01,A02BC01,0.379451439,0.052281332,2.754011599,1072,0.338,1,A03CA02,A02BC01,45756,0.711212053,1.253405545,0.944159483,0.691,0.881362673,334991,2.138134147,2.448847799,2.288223132,2.16E-126,1.98E-125,1,clidinium and psycholeptics / omeprazole,-+ -,NORMAL
A10AB06,A10BB01,0.886272181,1.22E-108,6.42E+107,8,0.999,1,A07AA11,A07EC02,9,4.52E-104,1.09E+100,0.022186973,0.975,0.984134928,71045,0.920323206,1.383328715,1.128321549,0.246,0.301470354,0,rifaximin / mesalazine,-+ -,NORMAL
A10BB12,A10BB07,0.463591668,6.40E-109,3.36E+107,8,0.995,1,A07AA11,A02BC05,9,4.65E-104,1.12E+100,0.022823018,0.975,0.984134928,524626,2.038648374,2.282372002,2.157070692,7.10E-157,6.98E-156,0,rifaximin / esomeprazole,-+ -,NORMAL
A01AC01,A01AB09,0.97410423,0.240071616,3.952483295,1157,0.971,1,A10AE04,A07EC01,190759,1.887754409,2.27446361,2.072107311,5.20E-53,2.06E-51,156322,0.627306236,0.882147851,0.743893036,0.00067,0.001112801,2,insulin glargine / sulfasalazine,-+ -,NORMAL
A10AD01,A06AD11,0.711742997,0.435625577,1.162875003,7439,0.175,1,A10AE04,A10AC01,190759,1.902628239,2.299626181,2.091729837,1.31E-52,5.07E-51,458569,1.248689069,1.452576547,1.346780033,1.20E-14,3.27E-14,17,insulin glargine / insulin (human),++ -,NORMAL
A03FA02,A02BC05,0.005599013,2.57E-23,1.22155E+18,25,0.828,1,A10AE04,A02BX02,190759,1.89029427,2.276588679,2.074469218,2.13E-53,8.68E-52,16734,1.397195504,2.664768187,1.929560087,6.59E-05,0.00011662,0,insulin glargine / sucralfate,++ -,NORMAL
A02BA04,A07AA02,0.004024329,1.88E-26,8.63E+20,19,0.841,1,A10AE04,A01AB04,190759,1.889315857,2.275405781,2.073393407,2.52E-53,1.02E-51,3266,1.442926615,4.995002984,2.684664364,0.00182,0.002934946,0,insulin glargine / amphotericin B,++ -,NORMAL
A03FA01,A02BC02,0.000170212,8.10E-28,3.57537E+19,1038,0.751,1,A10AE04,A07EC02,190759,1.899985173,2.288272418,2.085109989,4.03E-54,1.69E-52,71045,0.943124432,1.417635661,1.156290114,0.162,0.206386642,0,insulin glargine / mesalazine,++ -,NORMAL
A02BA03,A02BC01,0.49237027,0.067211669,3.60694037,339,0.486,1,A10AE04,A07AA02,190759,1.889406411,2.275977149,2.073703406,3.10E-53,1.24E-51,13145,1.824412061,3.480326163,2.51983115,2.03E-08,4.52E-08,1,insulin glargine / nystatin,++ -,NORMAL
A10AB05,A01AB04,0.002796858,6.64E-23,1.17874E+17,73,0.799,1,A10AE04,A02BD03,190759,1.889611399,2.275762324,2.07371802,2.39E-53,9.69E-52,6812,0.786263166,2.56684899,1.420640283,0.245,0.300660969,0,"insulin glargine / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A02BA02,A06AD11,0.675218293,0.550103991,0.828788284,70326,0.000173,0.018180858,A10AE04,A10BA02,190759,2.056805285,2.569994071,2.299125353,1.33E-48,4.71E-47,1658920,1.06860236,1.170595338,1.118436829,1.49E-06,2.90E-06,139,insulin glargine / metformin,++ -,NORMAL
A01AC01,A02BC03,0.735330367,0.099683839,5.424256871,261,0.763,1,A10AE04,A02BC04,190759,1.888154364,2.27446756,2.072328606,3.85E-53,1.53E-51,12177,1.53320636,3.140538929,2.194332304,1.74E-05,3.21E-05,1,insulin glargine / rabeprazole,++ -,NORMAL
A10AD05,A04AA01,0.726943697,0.535667223,0.986521326,20200,0.0407,0.764502253,A10AE04,A10BB12,190759,1.904044281,2.317517499,2.100632271,1.35E-49,4.88E-48,756692,1.294053187,1.457201608,1.373206607,1.19E-25,4.34E-25,48,insulin glargine / glimepiride,++ -,NORMAL
A07EA02,A02BC04,0.000760091,1.00E-19,5.77427E+12,303,0.7,1,A10AE04,A01AB09,190759,1.893281916,2.280188903,2.077748881,1.27E-53,5.24E-52,19813,1.423628479,2.591390962,1.920723294,1.94E-05,3.57E-05,0,insulin glargine / miconazole,++ -,NORMAL
A10AE02,A10AB04,1.701047525,0.684874724,4.224951775,801,0.252,1,A10AE04,A06AC51,190759,1.877101984,2.262996343,2.061037342,6.19E-52,2.35E-50,47769,1.257773023,1.931282036,1.558561659,4.99E-05,8.90E-05,5,"insulin glargine / ispaghula, combinations",++ +,NORMAL
A07EA02,A10AC01,0.006690049,7.10E-27,6.30E+21,18,0.859,1,A10AE04,A02BD02,190759,1.888897532,2.274900797,2.072933791,2.70E-53,1.09E-51,1635,0.520268672,5.012855294,1.614940112,0.407,0.459091561,0,"insulin glargine / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A08AB01,A02BC01,0.005850622,7.96E-22,4.30112E+16,79,0.817,1,A10AE04,A02BD07,190759,1.889186024,2.275249202,2.073250828,2.57E-53,1.04E-51,7760,0.304970208,1.51223769,0.679107828,0.343,0.394073478,0,"insulin glargine / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A10BB01,A04AA01,0.000303116,2.07E-29,4.43E+21,328,0.784,1,A10AE04,A10AD04,190759,1.892408641,2.279132531,2.076788409,1.48E-53,6.08E-52,7701,1.067323715,2.940638501,1.771613166,0.027,0.03917472,0,insulin glargine / Insulin lispro ,++ -,NORMAL
A10AC01,A10BB01,1.047336312,0.430494796,2.548029293,2143,0.919,1,A10AE04,A10BB01,190759,1.886264496,2.274087819,2.071118325,1.33E-52,5.15E-51,309487,0.839526215,1.043067137,0.935778929,0.231,0.286873667,5,insulin glargine / glibenclamide,-+ +,NORMAL
A07AA09,A02BC05,0.562920494,0.07821362,4.051461648,772,0.568,1,A10AE04,A10BB07,190759,1.891653746,2.278695187,2.076174917,2.12E-53,8.64E-52,86470,0.788017863,1.179339688,0.964023206,0.722,0.765634154,1,insulin glargine / glipizide,-+ -,NORMAL
A04AD12,A06AD11,0.908155359,0.335166787,2.460703712,1283,0.85,1,A10AE04,A02BA02,190759,1.888279626,2.276025943,2.073107189,7.45E-53,2.93E-51,109219,1.24859711,1.675924034,1.446566246,8.80E-07,1.74E-06,4,insulin glargine / ranitidine,++ -,NORMAL
